code,url,creator,created_t,last_modified_t,product_name,abbreviated_product_name,generic_name,quantity,packaging,packaging_tags,packaging_text,brands,brands_tags,categories,categories_tags,origins,origins_tags,manufacturing_places,manufacturing_places_tags,labels,labels_tags,emb_codes,emb_codes_tags,cities,cities_tags,purchase_places,stores,countries,ingredients_text,allergens,allergens_tags,traces,traces_tags,serving_size,serving_quantity,no_nutriments,additives_n,additives_tags,ingredients_from_palm_oil_n,ingredients_from_palm_oil,ingredients_from_palm_oil_tags,ingredients_that_may_be_from_palm_oil_n,ingredients_that_may_be_from_palm_oil,ingredients_that_may_be_from_palm_oil_tags,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_1,pnns_groups_2,states,brand_owner,ecoscore_score_fr,ecoscore_grade_fr,main_category,image_url,image_small_url,image_front_url,image_front_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,image_nutrition_small_url,energy-kj_100g,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,-butyric-acid_100g,-caproic-acid_100g,-caprylic-acid_100g,-capric-acid_100g,-lauric-acid_100g,-myristic-acid_100g,-palmitic-acid_100g,-stearic-acid_100g,-arachidic-acid_100g,-behenic-acid_100g,-lignoceric-acid_100g,-cerotic-acid_100g,-montanic-acid_100g,-melissic-acid_100g,monounsaturated-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,-alpha-linolenic-acid_100g,-eicosapentaenoic-acid_100g,-docosahexaenoic-acid_100g,omega-6-fat_100g,-linoleic-acid_100g,-arachidonic-acid_100g,-gamma-linolenic-acid_100g,-dihomo-gamma-linolenic-acid_100g,omega-9-fat_100g,-oleic-acid_100g,-elaidic-acid_100g,-gondoic-acid_100g,-mead-acid_100g,-erucic-acid_100g,-nervonic-acid_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,-sucrose_100g,-glucose_100g,-fructose_100g,-lactose_100g,-maltose_100g,-maltodextrins_100g,starch_100g,polyols_100g,fiber_100g,-soluble-fiber_100g,-insoluble-fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,nucleotides_100g,salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,biotin_100g,pantothenic-acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-dried_100g,fruits-vegetables-nuts-estimate_100g,collagen-meat-protein-ratio_100g,cocoa_100g,chlorophyl_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g,nutrition-score-fr_100g,nutrition-score-uk_100g,glycemic-index_100g,water-hardness_100g,choline_100g,phylloquinone_100g,beta-glucan_100g,inositol_100g,carnitine_100g
0810387020757,https://world.openfoodfacts.org/product/0810387020757,org-database-usda,1587640127,1587640127,healthy fruit snacks,,,,,,,,,snacks,en:snacks,,,,,,,,,,,,,united states,"apple, raspberry, banana, coconut milk, apple juice concentrate, natural flavors.",,,,,4.2 onz (119 g),119,,0,,0,,,0,,,2,b,4,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",buddyfruits,,,en:snacks,,,,,,,,,,84,351,,2.1,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15.97,12.61,,,,,,,,,2.5,,,0.84,,,,0.02,0.008,,0,,,,,0.0076,,,,,,,,,,,,,,0.017,,0.0003,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
0724212646701,https://world.openfoodfacts.org/product/0724212646701,org-database-usda,1587637704,1587637704,healthy granola clusters,,,,,,,,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products",,,,,,,,,,,,,united states,"rolled oats, honey, sunflower seeds, raisins, pepitas, cranberries, rice crisp, walnuts, cashews, almonds, flax seeds, barley malt, canola oil, salt.",en:nuts,en:nuts,,,28 g (28 g),28,,0,,0,,,0,,,8,c,3,cereals and potatoes,cereals,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",premium nut & dried fruit co.,,,en:cereals-and-their-products,,,,,,,,,,429,1795,,17.86,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,64.29,28.57,,,,,,,,,7.1,,,10.71,,,,0.3575,0.143,,0,,,,,0.0043,,,,,,,,,,,,,,0,,0.00514,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,
0072623018434,https://world.openfoodfacts.org/product/0072623018434,org-database-usda,1587637087,1587637087,"healthy choice, low fat ice cream, mocha java",,,,,,,,,"desserts, frozen foods, frozen desserts","en:desserts,en:frozen-foods,en:frozen-desserts",,,,,,,,,,,,,united states,"skim milk, sugar, corn syrup, cocoa processed with alkali, cream, maltodextrin, coffee, stabilizer (carob bean gum, guar gum, xanthan gum), vitamin a palmitate.",en:milk,en:milk,,,0.5 cup (68 g),68,,3,"en:e410,en:e412,en:e415",0,,,0,,,0,b,4,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","schoep's ice cream co., inc.",,,en:frozen-desserts,,,,,,,,,,118,494,,1.47,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.007,22.06,17.65,,,,,,,,,1.5,,,5.88,,,,0.185,0.074,,0.0003309,,,,,0,,,,,,,,,,,,,,0.147,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0029000020856,https://world.openfoodfacts.org/product/0029000020856,org-database-usda,1587636904,1587636904,"peanuts, almonds, pistachios, pecans, walnuts, heart healthy mix",,,,,,,,,snacks,en:snacks,,,,,,,,,,,,,united states,"peanuts, almonds, pistachios, pecans, walnuts, peanut oil, sea salt.","en:nuts,en:peanuts","en:nuts,en:peanuts",,,1 onz (28 g),28,,0,,0,,,0,,,8,c,3,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",nabisco food company,,,en:snacks,,,,,,,,,,607,2540,,53.57,5.36,,,,,,,,,,,,,,,28.57,17.86,,,,,,,,,,,,,,,,,0,0,17.86,3.57,,,,,,,,,10.7,,,21.43,,,,0.3125,0.125,,0,,,,,0,,,,,,,,,,,,0.714,,0.143,0.357,0.00386,0.214,,0.001071,0.002,,,,,,,,,,,,,,,,,8,,,,,,,,
0029000010482,https://world.openfoodfacts.org/product/0029000010482,org-database-usda,1587636728,1587636728,"planters, nut-rition heart healthy mix",,,,,,,,,snacks,en:snacks,,,,,,,,,,,,,united states,"peanuts, almonds, pistachios, pecans, walnuts, hazelnuts (filberts), peanut oil, sea salt.","en:nuts,en:peanuts","en:nuts,en:peanuts",,,1 onz (28 g),28,,0,,0,,,0,,,8,c,3,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",nabisco food company,,,en:snacks,,,,,,,,,,607,2540,,53.57,5.36,,,,,,,,,,,,,,,28.57,16.07,,,,,,,,,,,,,,,,,0,0,17.86,3.57,,,,,,,,,10.7,,,21.43,,,,0.3125,0.125,,0,,,,,0,,,0.007143,,,,,,,,,0.714,,0.143,0.357,0.00386,0.214,,0.000714,0.002,,,,,,,,,,,,,,,,,8,,,,,,,,
0029000059573,https://world.openfoodfacts.org/product/0029000059573,kiliweb,1543291830,1587636674,heart healthy mix,,,,,,,planters,planters,snacks,en:snacks,,,,,,,,,,,,,"france, united states","peanuts, almonds, pistachios, pecans, walnuts, hazelnuts, peanut oil, sea salt.","en:nuts,en:peanuts","en:nuts,en:peanuts",,,1 onz (28 g),28,,0,,0,,,0,,,8,c,3,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded",nabisco food company,,,en:snacks,,,,,,,,,,607,2540,,53.57,5.36,,,,,,,,,,,,,,,28.57,16.07,,,,,,,,,,,,,,,,,0,0,17.86,3.57,,,,,,,,,10.7,,,21.43,,,,0.3575,0.143,,,,,,,,,0.000607,0.014286,,,,,,,,,0.5,,0.143,,0.00386,0.214,,0.002143,0.002,,,,,,,,,,,,,,,,,8,,,,,,,,
0029000018686,https://world.openfoodfacts.org/product/0029000018686,org-database-usda,1587636664,1587636664,"peanuts, almonds, pistachios, pecans, walnuts with a touch of sea salt heart healthy mix",,,,,,,,,snacks,en:snacks,,,,,,,,,,,,,united states,"peanuts, almonds, pistachios, walnuts, pecans, peanut oil, sea salt.","en:nuts,en:peanuts","en:nuts,en:peanuts",,,1 pack (30.6 g),30.6,,0,,0,,,0,,,9,c,3,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",nabisco food company,,,en:snacks,,,,,,,,,,621,2598,,55.56,6.54,,,,,,,,,,,,,,,26.14,19.61,,,,,,,,,,,,,,,,,0,0,19.61,3.27,,,,,,,,,9.8,,,19.61,,,,0.2975,0.119,,0,,,,,0,,,0.008824,0.000654,,,,,,,,0.686,,0.131,0.357,0.00392,0.18,0.00357,0.00098,0.003,,,,,,,,,,,,,,,,,9,,,,,,,,
0037100300013,https://world.openfoodfacts.org/product/0037100300013,org-database-usda,1587636123,1587636123,"libby's, healthy adventures, santa fe blend",,,,,,,,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables",,,,,,,,,,,,,united states,"fire roasted corn, black beans, fire roasted red bell peppers, fire roasted poblano peppers, water, tomato paste, sugar, canola oil, modified corn starch, salt, maltodextrin, spices, lime juice concentrate, dehydrated onion, dehydrated garlic, citric acid, paprika, oleorsin paprika (coloring), natural flavors, soybean oil, smoke flavor.",,,,,1 cup (115 g),115,,1,en:e330,0,,,0,,,-9,a,4,fruits-and-vegetables,vegetables,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",seneca foods corporation,,,en:frozen-vegetables,,,,,,,,,,122,510,,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.74,6.09,,,,,,,,,5.2,,,4.35,,,,0.305,0.122,,0.0001956,,,,,0.0157,,,,,,,,,,,,0.113,,0,,0.00125,,,,,,,,,,,,,,,,,,,,,-9,,,,,,,,
0856820160123,https://world.openfoodfacts.org/product/0856820160123,usda-ndb-import,1489143574,1587635531,organic lightly sweetened with coconut water iced green tea,,,,,,,"steaz,  healthy beverage  llc","steaz,healthy-beverage-llc","beverages, iced teas","en:beverages,en:iced-teas",,,,,organic,en:organic,,,,,,,united states,"filtered water, coconut water+, cane sugar+*, natural flavors (coconut & other), green tea+*, citric acid, ascorbic acid (vitamin c) and contains 5% coconut water.",,,,,16 oza (473 ml),473,,1,en:e330,0,,,0,,,6,d,4,beverages,sweetened beverages,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","healthy beverage, llc",,,en:iced-teas,,,,,,,,,,17,71,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.23,4.23,,,,,,,,,0,,,0,,,,0.01,0.004,,,,,,,0.0127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,
0856820000702,https://world.openfoodfacts.org/product/0856820000702,usda-ndb-import,1489143279,1587635343,"organic energy orange flavor with other natural flavors, orange",,,,,,,healthy beverage  llc,healthy-beverage-llc,"beverages, carbonated drinks, sodas","en:beverages,en:carbonated-drinks,en:sodas",,,,,organic,en:organic,,,,,,,united states,"sparkling filtered water, cane sugar*, acal juice, yerba mate extract, natural flavors (orange & other), citric acid, euarana, green tea*, sodium citrate, beta carotene (vitamin a), vitamin b8 (pyridoxamine), vitamin c (ascorbic acid), folic acid, and vitamin b12 (cyanocobalamin).",,,,,12 oza (355 ml),355,,3,"en:e160a,en:e160ai,en:e330,en:e331",0,,,1,,e160a-beta-carotene,,,4,beverages,sweetened beverages,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","healthy beverage, llc",,,en:sodas,,,,,,,,,,38,159,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,9.86,9.86,,,,,,,,,,,,0,,,,0.0375,0.015,,0.0004224,,,,,0.0152,,,,0.004225,0.169014,,2.113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0856820160048,https://world.openfoodfacts.org/product/0856820160048,openfoodfacts-contributors,1442451421,1587635138,organic lightly sweetened mint iced green tea,,,,,,,"steaz,  healthy beverage  llc","steaz,healthy-beverage-llc","beverages, iced teas, iced green tea","en:beverages,en:iced-teas,en:iced-green-tea",,,,,organic,en:organic,,,,,,,united states,"filtered water, cane sugar+*, natural flavors (mint & other), lemon juice+, and green tea+*.",,,,,16 oza (473 ml),473,,0,,0,,,0,,,6,d,4,beverages,sweetened beverages,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded","healthy beverage, llc",,,en:iced-green-tea,https://static.openfoodfacts.org/images/products/085/682/016/0048/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/085/682/016/0048/front_en.3.200.jpg,https://static.openfoodfacts.org/images/products/085/682/016/0048/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/085/682/016/0048/front_en.3.200.jpg,,,,,,17,71,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.23,4.23,,,,,,,,,0,,,0,,,,0.01,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,
0856820160116,https://world.openfoodfacts.org/product/0856820160116,usda-ndb-import,1489143006,1587635125,organic lightly sweetened super fruit iced green tea,,,,,,,healthy beverage  llc,healthy-beverage-llc,"beverages, iced teas","en:beverages,en:iced-teas",,,,,organic,en:organic,,,,,,,united states,"filtered water, cane sugar+*, natural flavors (goji, mangosteen, pomegranate, blueberry & other), acai juice+, lemon juice+, and green tea+*.",,,,,16 oza (473 ml),473,,0,,0,,,0,,,6,d,4,beverages,sweetened beverages,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded","healthy beverage, llc",,,en:iced-teas,https://static.openfoodfacts.org/images/products/085/682/016/0116/front_en.4.400.jpg,https://static.openfoodfacts.org/images/products/085/682/016/0116/front_en.4.200.jpg,https://static.openfoodfacts.org/images/products/085/682/016/0116/front_en.4.400.jpg,https://static.openfoodfacts.org/images/products/085/682/016/0116/front_en.4.200.jpg,https://static.openfoodfacts.org/images/products/085/682/016/0116/ingredients_en.7.400.jpg,https://static.openfoodfacts.org/images/products/085/682/016/0116/ingredients_en.7.200.jpg,,,,17,71,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.23,4.23,,,,,,,,,0,,,0,,,,0.01,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,
0856820160000,https://world.openfoodfacts.org/product/0856820160000,usda-ndb-import,1489142921,1587635081,zero calorie raspberry iced green tea,,,,,,,"steaz,  healthy beverage  llc","steaz,healthy-beverage-llc","beverages, iced teas","en:beverages,en:iced-teas",,,,,,,,,,,,,united states,"filtered water, flavorsâ€ , lemon juiceâ€ , erythritolâ€ , green teaâ€ *, and steviaâ€ .",,,,,16 oza (473 ml),473,,0,,0,,,0,,,0,b,,beverages,teas and herbal teas and coffees,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded","healthy beverage, llc",,,en:iced-teas,https://static.openfoodfacts.org/images/products/085/682/016/0000/front_en.4.400.jpg,https://static.openfoodfacts.org/images/products/085/682/016/0000/front_en.4.200.jpg,https://static.openfoodfacts.org/images/products/085/682/016/0000/front_en.4.400.jpg,https://static.openfoodfacts.org/images/products/085/682/016/0000/front_en.4.200.jpg,https://static.openfoodfacts.org/images/products/085/682/016/0000/ingredients_en.7.400.jpg,https://static.openfoodfacts.org/images/products/085/682/016/0000/ingredients_en.7.200.jpg,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,,,0,,,,0,0,,,,,,,0.0127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0856820160154,https://world.openfoodfacts.org/product/0856820160154,usda-ndb-import,1489142920,1587635081,"organic unsweetened dragonfruit iced green tea, unsweetened dragonfruit",,,,,,,"steaz,  healthy beverage  llc","steaz,healthy-beverage-llc","beverages, iced teas","en:beverages,en:iced-teas",,,,,organic,en:organic,,,,,,,united states,"filtered water, inulin+ (vegetable fiber+), natural flavors (dragonfruit+ & other), lemon juice+, green tea+*, and malic acid.",,,,,16 oza (473 ml),473,,1,en:e296,0,,,0,,,1,b,4,beverages,teas and herbal teas and coffees,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","healthy beverage, llc",,,en:iced-teas,,,,,,,,,,2,8,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.85,0,,,,,,,,,0.8,,,0,,,,0.01,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
0851770003018,https://world.openfoodfacts.org/product/0851770003018,usda-ndb-import,1489141679,1587634281,"orgain, healthy kids, organic nutritional shake, vanilla",,,,,,,orgain  inc.,orgain-inc,beverages,en:beverages,,,,,organic,en:organic,,,,,,,united states,"filtered water, organic evaporated cane juice, orgain organic protein blend (organic whey protein concentrate, organic grass fed milk protein concentrate), organic high oleic sunflower oil, organic rice syrup solids, organic brown rice syrup, organic inulin, organic natural flavors, organic rice bran extract, tricalcium phosphate, potassium chloride, sodium phosphate, carrageenan gum, sea salt. Orgain vitamin blend tocopherol acetate, sodium ascorbate, magnesium sulfate, zinc gluconate, niacinamide, calcium pantothenate, copper gluconate, vitamin a palmitate, thiamine hydrochloride, riboflavin, folic acid, biotin, potassium iodide, cholecalciferol, cyanocobalamin orgain organic veggie blend (organic kale, organic beet, organic spinach, organic carrot, organic tomato) 50mg orgain organic fruit blend (organic blueberry, organic banana, organic acai, organic apple, organic raspberry) 50mg",,,,,8.25 oza (244 ml),244,,0,,0,,,0,,,13,e,4,beverages,unsweetened beverages,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","orgain, inc.",,,en:beverages,,,,,,,,,,82,343,,2.87,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.002,10.66,5.33,,,,,,,,,1.2,,,3.28,,,,0.0875,0.035,,9.21e-05,,1.225e-06,,,0.0098,0,0.000279,0.001639,0.000205,,4.1e-05,6.1e-07,,0.001025,,,0.096,,0.102,0.082,0.00022,0.016,0.00123,8.2e-05,,,,,,1.2e-05,,,,,,,,,,,,13,,,,,,,,
0027815597143,https://world.openfoodfacts.org/product/0027815597143,usda-ndb-import,1489141604,1587634175,"healthy ones, black forest ham",,,,,,,armour-eckrich meats llc,armour-eckrich-meats-llc,"meats, prepared meats","en:meats,en:prepared-meats",,,,,,,,,,,,,united states,"ham, water, contains 2% or less of sugar, salt, potassium lactate, sodium diacetate, sodium erythorbate, sodium nitrite, sodium phosphate, caramel color.",,,,,3 slices (57 g),57,,5,"en:e150c,en:e250,en:e262,en:e262ii,en:e316,en:e326",0,,,0,,,3,c,4,fish meat eggs,processed meat,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",armour-eckrich meats llc,,,en:prepared-meats,,,,,,,,,,105,439,,2.63,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.053,1.75,1.75,,,,,,,,,,,,19.3,,,,1.71,0.684,,,,,,,,,,,,,,,,,,,,,,,0.00063,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
0000790410553,https://world.openfoodfacts.org/product/0000790410553,usda-ndb-import,1489141305,1587633906,"welch's, triple fruit treat, mango, cranberries, blueberries",,,,,,,"welch's,  healthy food brands llc","welch-s,healthy-food-brands-llc",snacks,en:snacks,,,,,,,,,,,,,united states,"cranberries, mangos, blueberries, sugar, sunflower oil, sulfur dioxide (to preserve flavor).",,,,,"1 bag, per container (23 g)",23,,1,en:e220,0,,,0,,,10,c,3,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",healthy food brands llc,,,en:snacks,,,,,,,,,,348,1456,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,82.61,73.91,,,,,,,,,4.3,,,0,,,,0,0,,0,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,
0602652181108,https://world.openfoodfacts.org/product/0602652181108,usda-ndb-import,1489141141,1587633747,"kind, healthy grains, granola bar, popped, dark chocolate with sea salt",,,,,,,"kind,  kind inc.","kind,kind-inc",snacks,en:snacks,,,,,,,,,,,,,united states,"whole grain blend (oats, millet, brown rice, buckwheat, amaranth, sorghum, quinoa, oat flour), tapioca syrup, dried cane syrup, honey, canola oil, chocolate liquor, sugar, brown rice syrup, gum acacia, sea salt, natural flavor, vanilla extract, cocoa powder, soy lecithin, vitamin e (to maintain freshness).",,"en:oats,en:soybeans",,,1 bar (35 g),35,,2,"en:e322,en:e322i,en:e414",0,,,0,,,8,c,4,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",kind inc.,,,en:snacks,,,,,,,,,,400,1674,,12.86,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,68.57,20,,,,,,,,,5.7,,,8.57,,,,0.6775,0.271,,0,,,,,0,,,,,,,,,,,,,,0.057,,0.00309,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,
0602652181115,https://world.openfoodfacts.org/product/0602652181115,usda-ndb-import,1489141142,1587633747,"kind, healthy grains granola bar, peanut butter berry, peanut butter berry",,,,,,,"kind,  kind inc.","kind,kind-inc",snacks,en:snacks,,,,,,,,,,,,,united states,"whole grain blend (oats, millet, brown rice, buckwheat, amaranth, quinoa, oat flour), dried cane syrup, honey, tapioca syrup, cranberries, peanut butter, canola oil, peanuts, brown rice syrup, raspberries, gum acacia, vanilla extract, sea salt, peanut flour, vitamin e (to maintain freshness).",,"en:oats,en:peanuts",,,1 bar (35 g),35,,1,en:e414,0,,,0,,,7,c,4,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",kind inc.,,,en:snacks,,,,,,,,,,429,1795,,12.86,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,68.57,20,,,,,,,,,7.1,,,8.57,,,,0.535,0.214,,0,,,,,0,,,,,,,,,,,,,,0.057,,0.00309,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,
