code,url,creator,created_t,last_modified_t,product_name,abbreviated_product_name,generic_name,quantity,packaging,packaging_tags,packaging_text,brands,brands_tags,categories,categories_tags,origins,origins_tags,manufacturing_places,manufacturing_places_tags,labels,labels_tags,emb_codes,emb_codes_tags,cities,cities_tags,purchase_places,stores,countries,ingredients_text,allergens,allergens_tags,traces,traces_tags,serving_size,serving_quantity,no_nutriments,additives_n,additives_tags,ingredients_from_palm_oil_n,ingredients_from_palm_oil,ingredients_from_palm_oil_tags,ingredients_that_may_be_from_palm_oil_n,ingredients_that_may_be_from_palm_oil,ingredients_that_may_be_from_palm_oil_tags,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_1,pnns_groups_2,states,brand_owner,ecoscore_score_fr,ecoscore_grade_fr,main_category,image_url,image_small_url,image_front_url,image_front_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,image_nutrition_small_url,energy-kj_100g,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,-butyric-acid_100g,-caproic-acid_100g,-caprylic-acid_100g,-capric-acid_100g,-lauric-acid_100g,-myristic-acid_100g,-palmitic-acid_100g,-stearic-acid_100g,-arachidic-acid_100g,-behenic-acid_100g,-lignoceric-acid_100g,-cerotic-acid_100g,-montanic-acid_100g,-melissic-acid_100g,monounsaturated-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,-alpha-linolenic-acid_100g,-eicosapentaenoic-acid_100g,-docosahexaenoic-acid_100g,omega-6-fat_100g,-linoleic-acid_100g,-arachidonic-acid_100g,-gamma-linolenic-acid_100g,-dihomo-gamma-linolenic-acid_100g,omega-9-fat_100g,-oleic-acid_100g,-elaidic-acid_100g,-gondoic-acid_100g,-mead-acid_100g,-erucic-acid_100g,-nervonic-acid_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,-sucrose_100g,-glucose_100g,-fructose_100g,-lactose_100g,-maltose_100g,-maltodextrins_100g,starch_100g,polyols_100g,fiber_100g,-soluble-fiber_100g,-insoluble-fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,nucleotides_100g,salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,biotin_100g,pantothenic-acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-dried_100g,fruits-vegetables-nuts-estimate_100g,collagen-meat-protein-ratio_100g,cocoa_100g,chlorophyl_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g,nutrition-score-fr_100g,nutrition-score-uk_100g,glycemic-index_100g,water-hardness_100g,choline_100g,phylloquinone_100g,beta-glucan_100g,inositol_100g,carnitine_100g
0042272005079,https://world.openfoodfacts.org/product/0042272005079,usda-ndb-import,1489056117,1607624778,spinach artichoke hummus,,,,"en:pet-tub, en:aluminium-can","en-pet-tub,en-aluminium-can",,"amy's, nature’s healthy gourmet","amy-s,nature-s-healthy-gourmet","canned foods, meals, soups, canned meals, canned soups","en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups",,,,,organic,en:organic,,,,,,,united states,"ingredients (vegan): filtered water, organic diced tomatoes, organic onions, organic carrots, organic kidney beans, organic potatoes, organic celery, organic green beans, organic peas, organic pasta (organic semolina flour, filtered water), organic leeks, sea salt, organic spices, organic high oleic safflower and/or sunflower oil, organic garlic, bay leaves, organic black pepper.",,,,,1 cup (245 g),245,,0,,0,,,0,,,1,b,3,composite foods,one-dish meals,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",amy's kitchen inc.,,,en:canned-soups,,,,,,,,,,37,155,,0.61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6.94,2.04,,,,,,,,,1.2,,,1.22,,,,0.5925,0.237,,0.000153,,,,,0.0015,,,,,,,,,,,,,,0.008,,0.00044,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
0858803001102,https://world.openfoodfacts.org/product/0858803001102,swipe-studio,1607624589,1607624589,spinach artichoke hummus,,,,,,,"nature’s healthy gourmet",nature-s-healthy-gourmet,,,,,,,,,,,,,,,en:united states,,,,,,,,,,,,,,,,,,,,unknown,unknown,"en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,https://world.openfoodfacts.org/product/1171,openfoodfacts-contributors,1536900938,1607622593,formula 1 healthy meal,,,550 g,"barattolo,polvere solubile","barattolo,polvere-solubile",,herbalife,herbalife,"beverages, canned foods, dairies, meals, dairy drinks, flavoured milks, dietary supplements, milkshakes","en:beverages,en:canned-foods,en:dairies,en:meals,en:dairy-drinks,en:flavoured-milks,en:dietary-supplements,en:milkshakes",,,"usa,argentina - español,aruba - español,bolivia - español,brazil - português,canada - english,canada - français,chile - español,colombia - español,costa rica - español,ecuador - español,el salvador - español,guatemala - español,honduras - español,jamaica - english,mexico - español,nicaragua - español,panamá - español,paraguay - español,perú - español,puerto rico - español,república dominicana - español,trinidad & tobago - english,united states - english,united states - español,uruguay - español,venezuela - español,europe,armenia - pyсский,austria - deutsch,azerbaijan - русский,belarus - pyсский,belgium - français,belgium - nederlands,bosnia i hercegovina - bosnian,bulgaria - български,croatia - hrvatski,cyprus - ελληνικά,czech republic - čeština,denmark - dansk,estonia - eesti,finland - suomi,france - français,georgia - ქართული,germany - deutsch,greece - ελληνικά,hungary - magyar,iceland - íslenska,ireland - english,italy - italiano,kazakhstan - pyсский,kyrgyzstan - русский,latvia - latviešu,lithuania - lietuvių,moldova - român,mongolia - монгол хэл,netherlands - nederlands,north macedonia - македонски јазик,norway - norsk,poland - polski,portugal - português,romania - română,russia - русский,serbia - srpski,slovak republic - slovenčina,slovenia - slovene,spain - español,sweden - svenska,switzerland - deutsch,switzerland - français,ukraine - yкраї́нська,united kingdom - english,middle east & africa,botswana - english,ghana - english,israel - עברית,lebanon - english,lesotho - english,namibia - english,south africa -english,swaziland - english,turkey - türkçe,zambia - english,asia pacific,australia - english,cambodia - english,cambodia - ភាសាខ្មែរ,china - 中文,hong kong - 粵語,india - english,indonesia - bahasa indonesia,japan - 日本語,korea - 한국어,macau - 中文,malaysia - bahasa melayu,malaysia - english,malaysia - 中文,new zealand - english,philippines - english,singapore - english,taiwan - 中文,thailand - ไทย,vietnam - tiếng việt","usa,argentina-espanol,aruba-espanol,bolivia-espanol,brazil-portugues,canada-english,canada-francais,chile-espanol,colombia-espanol,costa-rica-espanol,ecuador-espanol,el-salvador-espanol,guatemala-espanol,honduras-espanol,jamaica-english,mexico-espanol,nicaragua-espanol,panama-espanol,paraguay-espanol,peru-espanol,puerto-rico-espanol,republica-dominicana-espanol,trinidad-tobago-english,united-states-english,united-states-espanol,uruguay-espanol,venezuela-espanol,europe,armenia-pyсский,austria-deutsch,azerbaijan-русский,belarus-pyсский,belgium-francais,belgium-nederlands,bosnia-i-hercegovina-bosnian,bulgaria-български,croatia-hrvatski,cyprus-ελληνικά,czech-republic-čeština,denmark-dansk,estonia-eesti,finland-suomi,france-francais,georgia-ქართული,germany-deutsch,greece-ελληνικά,hungary-magyar,iceland-islenska,ireland-english,italy-italiano,kazakhstan-pyсский,kyrgyzstan-русский,latvia-latviešu,lithuania-lietuvių,moldova-roman,mongolia-монгол-хэл,netherlands-nederlands,north-macedonia-македонски-јазик,norway-norsk,poland-polski,portugal-portugues,romania-romană,russia-русский,serbia-srpski,slovak-republic-slovenčina,slovenia-slovene,spain-espanol,sweden-svenska,switzerland-deutsch,switzerland-francais,ukraine-yкраї́нська,united-kingdom-english,middle-east-africa,botswana-english,ghana-english,israel-עברית,lebanon-english,lesotho-english,namibia-english,south-africa-english,swaziland-english,turkey-turkce,zambia-english,asia-pacific,australia-english,cambodia-english,cambodia-ភាសាខ្មែរ,china-中文,hong-kong-粵語,india-english,indonesia-bahasa-indonesia,japan-日本語,korea-한국어,macau-中文,malaysia-bahasa-melayu,malaysia-english,malaysia-中文,new-zealand-english,philippines-english,singapore-english,taiwan-中文,thailand-ไทย,vietnam-tiếng-việt",,,,,,,"usa,argentina - español,aruba - español,bolivia - español,brazil - português,canada - english,canada - français,chile - español,colombia - español,costa rica - español,ecuador - español,el salvador - español,guatemala - español,honduras - español,jamaica - english,mexico - español,nicaragua - español,panamá - español,paraguay - español,perú - español,puerto rico - español,república dominicana - español,trinidad & tobago - english,united states - english,united states - español,uruguay - español,venezuela - español,europe,armenia - pyсский,austria - deutsch,azerbaijan - русский,belarus - pyсский,belgium - français,belgium - nederlands,bosnia i hercegovina - bosnian,bulgaria - български,croatia - hrvatski,cyprus - ελληνικά,czech republic - čeština,denmark - dansk,estonia - eesti,finland - suomi,france - français,georgia - ქართული,germany - deutsch,greece - ελληνικά,hungary - magyar,iceland - íslenska,ireland - english,italy - italiano,kazakhstan - pyсский,kyrgyzstan - русский,latvia - latviešu,lithuania - lietuvių,moldova - român,mongolia - монгол хэл,netherlands - nederlands,north macedonia - македонски јазик,norway - norsk,poland - polski,portugal - português,romania - română,russia - русский,serbia - srpski,slovak republic - slovenčina,slovenia - slovene,spain - español,sweden - svenska,switzerland - deutsch,switzerland - français,ukraine - yкраї́нська,united kingdom - english,middle east & africa,botswana - english,ghana - english,israel - עברית,lebanon - english,lesotho - english,namibia - english,south africa -english,swaziland - english,turkey - türkçe,zambia - english,asia pacific,australia - english,cambodia - english,cambodia - ភាសាខ្មែរ,china - 中文,hong kong - 粵語,india - english,indonesia - bahasa indonesia,japan - 日本語,korea - 한국어,macau - 中文,malaysia - bahasa melayu,malaysia - english,malaysia - 中文,new zealand - english,philippines - english,singapore - english,taiwan - 中文,thailand - ไทย,vietnam - tiếng việt",,"france,united states,argentina - español,armenia - pyсский,aruba - español,asia pacific,australia - english,austria - deutsch,azerbaijan - русский,belarus - pyсский,belgium - français,belgium - nederlands,bolivia - español,bosnia i hercegovina - bosnian,botswana - english,brazil - português,bulgaria - български,cambodia - english,cambodia - ភាសាខ្មែរ,canada - english,canada - français,chile - español,china - 中文,colombia - español,costa rica - español,croatia - hrvatski,cyprus - ελληνικά,czech republic - čeština,denmark - dansk,ecuador - español,el salvador - español,estonia - eesti,europe,finland - suomi,france - français,georgia - ქართული,germany - deutsch,ghana - english,greece - ελληνικά,guatemala - español,honduras - español,hong kong - 粵語,hungary - magyar,iceland - íslenska,india - english,indonesia - bahasa indonesia,ireland - english,israel - עברית,italy - italiano,jamaica - english,japan - 日本語,kazakhstan - pyсский,korea - 한국어,kyrgyzstan - русский,latvia - latviešu,lebanon - english,lesotho - english,lithuania - lietuvių,macau - 中文,malaysia - bahasa melayu,malaysia - english,malaysia - 中文,mexico - español,middle east & africa,moldova - român,mongolia - монгол хэл,namibia - english,netherlands - nederlands,new zealand - english,nicaragua - español,north macedonia - македонски јазик,norway - norsk,panamá - español,paraguay - español,perú - español,philippines - english,poland - polski,portugal - português,puerto rico - español,república dominicana - español,romania - română,russia - русский,serbia - srpski,singapore - english,slovak republic - slovenčina,slovenia - slovene,south africa -english,spain - español,swaziland - english,sweden - svenska,switzerland - deutsch,switzerland - français,taiwan - 中文,thailand - ไทย,trinidad & tobago - english,turkey - türkçe,ukraine - yкраї́нська,united kingdom - english,united states - english,united states - español,uruguay - español,venezuela - español,vietnam - tiếng việt,zambia - english","soya protein isolate (40 %), fructose, emulsifier (soya lecithin), polydextrose, oat fiber, inulin, coffee powder, soya oil, thickeners (guar gum, carrageenan, xanthan gum, pectin), oat bran, flavourings, cocoa powder, milk protein concentrate, anti-caking agent (silicon dioxide), dextrose, calcium citrate, colour (ammonia caramel), calcium phosphate, sodium chloride, rapeseed oil, sweetener (acesulfame k), l-ascorbic acid, honey powder, dl-alpha-tocopheryl acetate, ferrous fumarate, magnesium oxide, nicotinamide, parsley powder (0.02 %), papaya powder (0.02 %) , zinc oxide, cupric gluconate, retinyl palmitate, calcium d-pantothenate, cholecalciferol, antioxidants (l-ascorbyl palmitate, dl-alpha-tocopherol), manganese carbonate, pyridoxine hydrochloride, cyanocobalamin, riboflavin, thiamin hydrochloride, pteroylmonoglutamic acid, potassium iodide, sodium selenite, d-biotin. Allergy advice: for allergens, including cereals containing gluten, see ingredients in bold.",en:soybeans,en:soybeans,,,26g,26,,10,"en:e1200,en:e150c,en:e304,en:e304i,en:e322,en:e322i,en:e407,en:e412,en:e415,en:e440,en:e551,en:e950",0,,,0,,,20,e,4,beverages,artificially sweetened beverages,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-selected, en:front-photo-to-be-selected, en:photos-uploaded",,,,en:milkshakes,,,,,https://static.openfoodfacts.org/images/products/1171/ingredients_en.22.400.jpg,https://static.openfoodfacts.org/images/products/1171/ingredients_en.22.200.jpg,,,,380,1590,,11,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,13,,,,,,,,,20,,,40,,,,1.3,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
0602652181047,https://world.openfoodfacts.org/product/0602652181047,usda-ndb-import,1489141140,1607461814,"healthy grains granola bar, vanilla, blueberry",,,12 oz,,,,"kind,  kind inc.","kind,kind-inc",snacks,en:snacks,,,,,en:gluten-free,en:gluten-free,,,,,,,united states,"whole grain blend (oats, brown rice, millet, oat flour, buckwheat, amaranth, quinoa), tapioca syrup, dried cane syrup, honey, canola oil, brown rice syrup, gum acacia, vanilla extract, blueberry puree, apple puree, plum puree, apple juice, glycerine, sea salt, vitamin e (to maintain freshness), citrus fiber, citrus pectin, natural flavor,",,en:oats,,,1 bar (35 g),35,,3,"en:e414,en:e422,en:e440",0,,,0,,,2,b,4,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded",kind inc.,,,en:snacks,https://static.openfoodfacts.org/images/products/060/265/218/1047/front_en.14.400.jpg,https://static.openfoodfacts.org/images/products/060/265/218/1047/front_en.14.200.jpg,https://static.openfoodfacts.org/images/products/060/265/218/1047/front_en.14.400.jpg,https://static.openfoodfacts.org/images/products/060/265/218/1047/front_en.14.200.jpg,https://static.openfoodfacts.org/images/products/060/265/218/1047/ingredients_en.5.400.jpg,https://static.openfoodfacts.org/images/products/060/265/218/1047/ingredients_en.5.200.jpg,https://static.openfoodfacts.org/images/products/060/265/218/1047/nutrition_en.7.400.jpg,https://static.openfoodfacts.org/images/products/060/265/218/1047/nutrition_en.7.200.jpg,,400,1674,,11.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,68.57,20,,,,,,,,,7.1,,,5.71,,,,0.535,0.214,,0,,,,,0.0034,,,,,,,,,,,,,,0.057,,0.00309,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
0857034004005,https://world.openfoodfacts.org/product/0857034004005,usda-ndb-import,1489077475,1606672539,gourmet cinnamon peanut butter w chia seeds by,,,,,,,healthy concepts food company  llc,healthy-concepts-food-company-llc,,,,,,,,,,,,,,,united states,"peanuts, chia seeds, demerara sugar, organic honey, cinnamon, sunflower oil, pink himalayan salt, organic stevia leaf extract, natural flavors.",,en:peanuts,,,32 g (2 tbsp),32,,0,,0,,,0,,,,,4,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded",,,,,https://static.openfoodfacts.org/images/products/085/703/400/4005/front_en.4.400.jpg,https://static.openfoodfacts.org/images/products/085/703/400/4005/front_en.4.200.jpg,https://static.openfoodfacts.org/images/products/085/703/400/4005/front_en.4.400.jpg,https://static.openfoodfacts.org/images/products/085/703/400/4005/front_en.4.200.jpg,,,https://static.openfoodfacts.org/images/products/085/703/400/4005/nutrition_en.6.400.jpg,https://static.openfoodfacts.org/images/products/085/703/400/4005/nutrition_en.6.200.jpg,,180,753,,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,3,,,,,,,,,12.5,,,6,,,,0.2375,0.095,,0,,,,,0,,,,,,,,,,,,,,0.125,,0.00225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602652181146,https://world.openfoodfacts.org/product/0602652181146,kiliweb,1597320871,1605804839,healthy grains bars,,,,,,,kind,kind,,,,,,,,,,,,,,,en:us,,,,,,,,,,,,,,,,,,,,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded",,,,,https://static.openfoodfacts.org/images/products/060/265/218/1146/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/060/265/218/1146/front_en.3.200.jpg,https://static.openfoodfacts.org/images/products/060/265/218/1146/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/060/265/218/1146/front_en.3.200.jpg,,,https://static.openfoodfacts.org/images/products/060/265/218/1146/nutrition_en.5.400.jpg,https://static.openfoodfacts.org/images/products/060/265/218/1146/nutrition_en.5.200.jpg,,400,1674,,12.857142857143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.571428571429,14.285714285714,,,,,,,,,,,,8.5714285714286,,,,0.67857142857143,0.271428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602652184338,https://world.openfoodfacts.org/product/0602652184338,openfoodfacts-contributors,1582672159,1605572876,bars healthy grains cinnamon oat,,,,,,,kind,kind,snacks,en:snacks,,,,,,,,,,,,,en:united states,"oats, tapioca syrup, canola oil, cane sugar, brown rice, millet, honey, buckwheat, brown rice flour, amaranth, molasses, cinnamon, gum acacia, sea salt, quinoa, vanilla extract, brown rice syrup, chamomile powder, vitamin e (tocopherols to maintain freshness).",,en:oats,,,1 bar (35 g),35,,1,en:e414,0,,,0,,,0,b,4,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded",kind inc.,,,en:snacks,https://static.openfoodfacts.org/images/products/060/265/218/4338/front_en.8.400.jpg,https://static.openfoodfacts.org/images/products/060/265/218/4338/front_en.8.200.jpg,https://static.openfoodfacts.org/images/products/060/265/218/4338/front_en.8.400.jpg,https://static.openfoodfacts.org/images/products/060/265/218/4338/front_en.8.200.jpg,https://static.openfoodfacts.org/images/products/060/265/218/4338/ingredients_en.3.400.jpg,https://static.openfoodfacts.org/images/products/060/265/218/4338/ingredients_en.3.200.jpg,,,,400,1674,,11.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,68.57,14.29,,,,,,,,0,5.7,,,8.57,,,,0.6894,0.27576,,,,,,,,,,,,,,,,,,,,,0.054,,0.00286,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0024126015601,https://world.openfoodfacts.org/product/0024126015601,usda-ndb-import,1489055518,1603874083,multi-grain english muffins,,,,,,,healthy life,healthy-life,"plant-based foods and beverages, plant-based foods, cereals and potatoes, breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",,,,,,,,,,,,,united states,"water, whole wheat flour, enriched bleached wheat flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, and folic acid), wheat gluten, oat fiber, cream yeast, contains 2% or less of the following: fiber base (oat flakes, cracked wheat, sunflower seeds, flax seeds, and millet), grain base (oat flour, barley flakes, cracked wheat, corn meal, wheat gluten, rye meal, millet, flax seed, wheat flour, malt, contains 2% or less of the following: salt and spices), wheat muffin base (whole wheat flour, calcium culfate, wheat starch, salt, dextrose, guar gum, lactic acid, mono-diglycerides, fumaric acid, ethoxylated mono-diglycerides, contains 2% or less of the following: acetic acid, sucralose potassium iodate, azodicarbonamide, calcium peroxide and enzyme), dough enhancer (wheat flour, sodium stearoyl lactylate, guar gum, datem, mono-diglycerides, contains 2% or less of: calcium sulfate, ascorbic acid, azodicarbonamide, enzyme, and calcium peroxide), salt, soybean oil, ascorbic acid as a dough improver, fumaric acid, degerminated yellow corn flour, degerminated yellow corn meal, calcium propionate, potassium sorbate (preservative) and soy lecithin.",,"en:gluten,en:soybeans",,,2 onz (57 g),57,,11,"en:e202,en:e260,en:e270,en:e282,en:e297,en:e322,en:e322i,en:e412,en:e472e,en:e481,en:e927,en:e927a,en:e930",0,,,0,,,-7,a,4,cereals and potatoes,bread,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",lewis bakeries inc.,,,en:breads,,,,,,,,,,140,586,,1.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,29.82,0,,,,,,,,,7,,,8.77,,,,0.6575,0.263,,0,,,,,0,0,0.000447,0.010526,,,2.8e-05,,,,,,,,0.105,,0.00189,,,,,,,,,,,,,,,,,,,,,-7,,,,,,,,
0846548070330,https://world.openfoodfacts.org/product/0846548070330,kiliweb,1603470768,1603470769,heart healthy mix,,,,,,,,,,,,,,,,,,,,,,,en:us,,,,,,,,,,,,,,,,,,,,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded",,,,,https://static.openfoodfacts.org/images/products/084/654/807/0330/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/084/654/807/0330/front_en.3.200.jpg,https://static.openfoodfacts.org/images/products/084/654/807/0330/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/084/654/807/0330/front_en.3.200.jpg,,,https://static.openfoodfacts.org/images/products/084/654/807/0330/nutrition_en.5.400.jpg,https://static.openfoodfacts.org/images/products/084/654/807/0330/nutrition_en.5.200.jpg,,500,2092,,35.2941,2.9412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1176,32.3529,,,,,,,,,,,,11.7647,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4099100095067,https://world.openfoodfacts.org/product/4099100095067,kiliweb,1589590871,1602753371,oat so healthy,,,,,,,simply nature,simply-nature,,,,,,,,,,,,,,,en:us,,,,,,,,,,,,,,,,,,,,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded",,,,,https://static.openfoodfacts.org/images/products/409/910/009/5067/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/409/910/009/5067/front_en.3.200.jpg,https://static.openfoodfacts.org/images/products/409/910/009/5067/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/409/910/009/5067/front_en.3.200.jpg,,,https://static.openfoodfacts.org/images/products/409/910/009/5067/nutrition_en.5.400.jpg,https://static.openfoodfacts.org/images/products/409/910/009/5067/nutrition_en.5.200.jpg,,266.66666666667,1116,,4.4444444444444,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.888888888889,6.6666666666667,,,,,,,,,,,,11.111111111111,,,,0.83333333333333,0.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0072623018489,https://world.openfoodfacts.org/product/0072623018489,org-database-usda,1587637238,1602212706,"healthy choice, low fat ice cream, belgian chocolate",,,,,,,,,"desserts, frozen foods, frozen desserts","en:desserts,en:frozen-foods,en:frozen-desserts",,,,,,,,,,,,,united states,"skim milk, sugar, corn syrup, high fructose corn syrup, cocoa processed with alkali, cream, maltodextrin, vanilla extract, cocoa, stabilizer (carob bean gum, guar gum, xanthan gum), molasses, salt, vitamin a palmitate.",en:milk,en:milk,,,0.5 cup (68 g),68,,3,"en:e410,en:e412,en:e415",0,,,0,,,1,b,4,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","schoep's ice cream co., inc.",,,en:frozen-desserts,,,,,,,,,,132,552,,1.47,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.007,25,17.65,,,,,,,,,1.5,,,5.88,,,,0.24,0.096,,0.0003309,,,,,0,,,,,,,,,,,,,,0.147,,0.00053,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
